PickUpDateTime,Latitude,Longitude,Age,Sex,SpendCat,RedidentCat,AppleAndorid,NetworkFlag,NetworkProvider,PrePaidPostPaid,ActivePassive,VoiceData
2020-04-29 00:00:00+00,-1.463225,53.310588,25,2,1,1,1,2,1,1,1,1
2020-04-29 02:00:00+00,-1.506954,53.308587,19,1,1,1,1,2,1,1,2,1
2020-04-29 03:00:00+00,-1.308278,53.358787,65,1,3,1,1,2,1,2,1,1
2020-04-29 03:00:00+00,-1.523582,53.477454,36,1,4,1,1,2,1,1,2,1
2020-04-29 05:00:00+00,-1.251933,53.426161,17,3,1,1,1,2,1,1,1,1
2020-04-29 06:00:00+00,-1.38318,53.34372,43,2,4,1,1,2,1,1,2,1
2020-04-29 06:00:00+00,-1.527158,53.438234,66,1,1,1,1,2,1,1,2,1
2020-04-29 07:00:00+00,-1.468173,53.372896,30,1,3,1,1,2,1,2,1,1
2020-04-29 07:00:00+00,-1.12806,53.347088,45,2,3,1,1,2,1,1,1,1
2020-04-29 07:00:00+00,-1.550234,53.378508,58,2,1,1,1,2,1,1,1,2
2020-04-29 08:00:00+00,-1.374275,53.413338,17,1,1,1,1,2,1,1,2,1
2020-04-29 09:00:00+00,-1.458518,53.37905,34,1,2,1,1,2,1,1,2,1
2020-04-29 10:00:00+00,-1.377878,53.373357,48,2,2,1,1,2,1,1,1,1
2020-04-29 11:00:00+00,-1.460029,53.377011,24,2,5,1,1,2,1,2,1,1
2020-04-29 11:00:00+00,-1.461192,53.377657,48,2,2,1,1,2,1,1,2,2
2020-04-29 12:00:00+00,-1.265523,53.437911,39,1,5,1,1,2,1,2,1,2
2020-04-29 12:00:00+00,-1.208315,53.463783,65,1,4,1,1,2,1,1,1,1
2020-04-29 12:00:00+00,-1.479776,53.380672,40,1,3,1,1,2,1,1,1,1
2020-04-29 13:00:00+00,-1.2075,53.431511,65,2,2,1,1,2,1,1,2,1
2020-04-29 13:00:00+00,-1.467458,53.385622,53,2,5,1,1,2,1,1,2,1
2020-04-29 14:00:00+00,-1.473831,53.377966,45,1,2,1,1,2,1,2,2,1
2020-04-29 15:00:00+00,-1.289279,53.447932,54,2,5,1,1,2,1,1,1,1
2020-04-29 15:00:00+00,-1.483881,53.38036,43,2,2,1,1,2,1,1,2,1
2020-04-29 16:00:00+00,-1.399687,53.362756,42,2,4,1,1,2,1,1,2,1
2020-04-29 16:00:00+00,-1.445033,53.343073,48,3,5,1,1,2,1,1,2,2
2020-04-29 16:00:00+00,-1.459644,53.382662,52,1,4,1,1,2,1,1,1,1
2020-04-29 16:00:00+00,-1.477015,53.386192,84,1,5,1,1,2,1,1,2,1
2020-04-29 17:00:00+00,-1.246818,53.413615,80,1,1,1,1,2,1,1,2,1
2020-04-29 17:00:00+00,-1.469088,53.378067,75,1,1,1,1,2,1,1,2,1
2020-04-29 18:00:00+00,-1.467034,53.379229,19,2,5,1,1,2,1,1,2,1
2020-04-29 18:00:00+00,-1.482754,53.383257,61,1,4,1,1,2,1,1,2,1
2020-04-29 19:00:00+00,-1.424746,53.439768,35,2,1,1,1,2,1,1,1,1
2020-04-29 19:00:00+00,-1.458574,53.382032,36,1,5,1,1,2,1,1,1,1
2020-04-29 19:00:00+00,-1.45806,53.376235,54,2,2,1,1,2,1,1,2,2
2020-04-29 19:00:00+00,-1.462886,53.383253,34,2,5,1,1,2,1,1,2,1
2020-04-29 19:00:00+00,-1.472161,53.374046,74,1,1,1,1,2,1,1,1,1
2020-04-29 20:00:00+00,-1.256749,53.372711,37,1,2,1,1,2,1,1,1,1
2020-04-29 20:00:00+00,-1.49769,53.318589,19,1,3,1,1,2,1,1,2,1
2020-04-29 20:00:00+00,-1.443519,53.42445,43,1,2,1,1,2,1,1,1,1
2020-04-29 21:00:00+00,-1.212521,53.329244,61,1,5,1,1,2,1,2,1,1
2020-04-29 21:00:00+00,-1.132774,53.320693,19,1,3,1,1,2,1,1,1,1
2020-04-29 21:00:00+00,-1.454409,53.47563,18,2,3,1,1,2,1,1,1,1
2020-04-29 22:00:00+00,-1.492152,53.408438,20,2,4,1,1,2,1,1,1,1
2020-04-29 22:00:00+00,-1.358849,53.384579,25,1,1,1,1,2,1,2,1,1
2020-04-29 22:00:00+00,-1.474884,53.410358,69,1,3,1,1,2,1,1,2,1
2020-04-29 23:00:00+00,-1.297377,53.32222,50,2,2,1,1,2,1,1,2,1
2020-04-29 23:00:00+00,-1.34234,53.398451,64,1,3,1,1,2,1,2,1,1
2020-04-29 23:00:00+00,-1.483314,53.442472,17,2,5,1,1,2,1,1,2,2
2020-04-29 23:00:00+00,-1.266595,53.387179,83,1,5,1,1,2,1,1,2,1
2020-04-29 10:00:00+00,-1.471295,53.379654,74,2,5,2,1,2,1,1,2,1
2020-04-29 12:00:00+00,-1.473215,53.479376,53,1,2,2,1,2,1,1,1,1
2020-04-29 13:00:00+00,-1.466713,53.385489,70,2,5,2,1,2,1,1,1,1
2020-04-29 14:00:00+00,-1.473269,53.384655,64,2,2,2,1,2,1,2,2,1
2020-04-29 15:00:00+00,-1.465747,53.380682,42,1,1,2,1,2,1,1,2,1
2020-04-29 15:00:00+00,-1.472616,53.374466,59,2,1,2,1,2,1,1,1,1
2020-04-29 16:00:00+00,-1.468051,53.382371,49,2,2,2,1,2,1,1,1,1
2020-04-29 16:00:00+00,-1.468183,53.38096,23,2,1,2,1,2,1,1,1,1
2020-04-29 17:00:00+00,-1.47346,53.422172,46,2,4,2,1,2,1,1,1,1
2020-04-29 17:00:00+00,-1.469963,53.376751,48,1,3,2,1,2,1,1,2,1
2020-04-29 17:00:00+00,-1.468531,53.386227,85,2,3,2,1,2,1,1,2,1
2020-04-29 10:00:00+00,-1.46702,53.378248,33,1,2,3,1,2,1,1,1,1
2020-04-29 11:00:00+00,-1.471532,53.381636,71,2,1,3,1,2,1,1,2,1
2020-04-29 11:00:00+00,-1.469508,53.378411,34,2,2,3,1,2,1,2,2,1
2020-04-29 13:00:00+00,-1.465313,53.377631,34,2,4,3,1,2,1,1,2,1
2020-04-29 15:00:00+00,-1.468362,53.383484,29,1,5,3,1,2,1,1,2,1
2020-04-29 01:00:00+00,-1.451488,53.46573,80,2,3,1,1,3,1,1,2,1
2020-04-29 01:00:00+00,-1.212521,53.329244,54,2,1,1,1,3,1,1,2,1
2020-04-29 02:00:00+00,-1.160767,53.363018,21,1,4,1,1,3,1,2,1,1
2020-04-29 02:00:00+00,-1.432064,53.446254,32,2,1,1,1,3,1,1,1,1
2020-04-29 03:00:00+00,-1.549776,53.36557,74,1,2,1,1,3,1,1,1,1
2020-04-29 04:00:00+00,-1.424793,53.308102,32,1,3,1,1,3,1,1,2,1
2020-04-29 04:00:00+00,-1.272268,53.337231,45,1,2,1,1,3,1,2,2,1
2020-04-29 06:00:00+00,-1.508835,53.458084,24,1,2,1,1,3,1,1,1,1
2020-04-29 06:00:00+00,-1.448961,53.412127,54,2,1,1,1,3,1,1,1,1
2020-04-29 07:00:00+00,-1.239132,53.421407,17,1,4,1,1,3,1,1,1,1
2020-04-29 07:00:00+00,-1.505772,53.311668,39,1,4,1,1,3,1,1,2,1
2020-04-29 07:00:00+00,-1.332639,53.368827,38,2,2,1,1,3,1,2,2,1
2020-04-29 07:00:00+00,-1.528412,53.357672,69,2,5,1,1,3,1,1,2,1
2020-04-29 07:00:00+00,-1.370159,53.431856,36,2,3,1,1,3,1,1,2,1
2020-04-29 08:00:00+00,-1.186597,53.419869,24,1,1,1,1,3,1,1,2,1
2020-04-29 08:00:00+00,-1.252135,53.476761,28,2,1,1,1,3,1,1,2,2
2020-04-29 08:00:00+00,-1.463126,53.375437,72,1,1,1,1,3,1,1,1,1
2020-04-29 09:00:00+00,-1.563244,53.464892,43,2,5,1,1,3,1,1,2,1
2020-04-29 09:00:00+00,-1.474803,53.387157,34,2,5,1,1,3,1,1,2,1
2020-04-29 10:00:00+00,-1.461982,53.384604,25,2,4,1,1,3,1,1,2,1
2020-04-29 11:00:00+00,-1.367169,53.479369,62,1,2,1,1,3,1,1,2,1
2020-04-29 11:00:00+00,-1.3556,53.313226,24,2,3,1,1,3,1,1,1,2
2020-04-29 12:00:00+00,-1.480235,53.385162,49,2,4,1,1,3,1,1,1,1
2020-04-29 14:00:00+00,-1.481019,53.349017,49,2,4,1,1,3,1,1,1,1
2020-04-29 14:00:00+00,-1.471423,53.377745,62,1,5,1,1,3,1,1,2,1
2020-04-29 14:00:00+00,-1.460852,53.385425,45,1,1,1,1,3,1,1,1,1
2020-04-29 15:00:00+00,-1.463034,53.378737,67,2,2,1,1,3,1,1,2,1
2020-04-29 16:00:00+00,-1.345807,53.341667,49,1,1,1,1,3,1,1,1,1
2020-04-29 16:00:00+00,-1.46852,53.387154,59,1,2,1,1,3,1,1,2,1
2020-04-29 17:00:00+00,-1.474083,53.386597,65,1,3,1,1,3,1,1,2,2
2020-04-29 18:00:00+00,-1.462679,53.378262,47,1,2,1,1,3,1,1,1,1
2020-04-29 18:00:00+00,-1.464838,53.384691,16,1,1,1,1,3,1,1,2,1
2020-04-29 19:00:00+00,-1.463354,53.376144,40,2,2,1,1,3,1,1,1,2
2020-04-29 20:00:00+00,-1.402273,53.414651,62,1,1,1,1,3,1,1,2,1
2020-04-29 21:00:00+00,-1.451362,53.340676,58,1,2,1,1,3,1,1,1,1
2020-04-29 21:00:00+00,-1.231806,53.398329,56,1,5,1,1,3,1,1,1,1
2020-04-29 21:00:00+00,-1.238847,53.471913,62,1,1,1,1,3,1,1,2,1
2020-04-29 21:00:00+00,-1.295058,53.347734,81,2,2,1,1,3,1,2,1,1
2020-04-29 22:00:00+00,-1.452013,53.306332,82,2,4,1,1,3,1,1,2,1
2020-04-29 22:00:00+00,-1.381089,53.425707,29,2,1,1,1,3,1,1,2,2
2020-04-29 23:00:00+00,-1.54236,53.403473,45,2,1,1,1,3,1,2,2,2
2020-04-29 23:00:00+00,-1.463318,53.433999,43,2,5,1,1,3,1,1,2,2
2020-04-29 10:00:00+00,-1.47122,53.353047,53,1,1,2,1,3,1,1,1,1
2020-04-29 10:00:00+00,-1.471047,53.37506,68,1,3,2,1,3,1,1,2,1
2020-04-29 11:00:00+00,-1.47158,53.375575,53,2,5,2,1,3,1,1,1,1
2020-04-29 12:00:00+00,-1.465151,53.374962,43,2,5,2,1,3,1,1,1,1
2020-04-29 12:00:00+00,-1.472785,53.380788,34,2,5,2,1,3,1,1,1,1
2020-04-29 13:00:00+00,-1.464882,53.378475,78,1,5,2,1,3,1,1,1,1
2020-04-29 14:00:00+00,-1.466597,53.385085,48,2,3,2,1,3,1,1,1,1
2020-04-29 15:00:00+00,-1.465815,53.384347,20,1,5,2,1,3,1,1,2,1
2020-04-29 16:00:00+00,-1.467915,53.374992,65,2,5,2,1,3,1,1,1,1
2020-04-29 17:00:00+00,-1.465196,53.378984,36,2,3,2,1,3,1,1,1,2
2020-04-29 12:00:00+00,-1.473358,53.377973,34,1,5,3,1,3,1,1,2,2
2020-04-29 00:00:00+00,-1.22231,53.480596,53,1,3,1,1,4,1,1,2,2
2020-04-29 00:00:00+00,-1.382829,53.392516,35,2,2,1,1,4,1,1,1,2
2020-04-29 00:00:00+00,-1.246817,53.455499,30,1,1,1,1,4,1,1,2,1
2020-04-29 00:00:00+00,-1.561899,53.459096,64,2,4,1,1,4,1,1,2,1
2020-04-29 00:00:00+00,-1.204546,53.47883,53,1,2,1,1,4,1,1,2,1
2020-04-29 00:00:00+00,-1.45122,53.445095,30,1,1,1,1,4,1,1,2,1
2020-04-29 00:00:00+00,-1.539868,53.309254,72,1,3,1,1,4,1,1,2,1
2020-04-29 01:00:00+00,-1.515562,53.480135,83,2,3,1,1,4,1,2,2,1
2020-04-29 01:00:00+00,-1.303747,53.33412,60,1,1,1,1,4,1,1,1,1
2020-04-29 01:00:00+00,-1.422942,53.454491,25,2,5,1,1,4,1,1,2,2
2020-04-29 03:00:00+00,-1.477857,53.393905,58,2,5,1,1,4,1,1,2,1
2020-04-29 03:00:00+00,-1.172609,53.379756,23,2,4,1,1,4,1,1,1,1
2020-04-29 04:00:00+00,-1.505779,53.450985,61,1,4,1,1,4,1,2,1,1
2020-04-29 05:00:00+00,-1.463225,53.310588,49,1,2,1,1,4,1,1,1,1
2020-04-29 05:00:00+00,-1.483314,53.442472,65,2,4,1,1,4,1,1,2,1
2020-04-29 05:00:00+00,-1.205212,53.374915,58,1,3,1,1,4,1,1,2,1
2020-04-29 06:00:00+00,-1.544709,53.430204,31,1,4,1,1,4,1,1,1,1
2020-04-29 07:00:00+00,-1.143439,53.473344,40,2,1,1,1,4,1,1,2,1
2020-04-29 08:00:00+00,-1.349937,53.316634,75,2,5,1,1,4,1,1,2,1
2020-04-29 08:00:00+00,-1.272431,53.365396,40,2,3,1,1,4,1,1,2,1
2020-04-29 08:00:00+00,-1.385708,53.385563,51,2,3,1,1,4,1,1,2,1
2020-04-29 08:00:00+00,-1.282662,53.367028,44,1,5,1,1,4,1,1,2,1
2020-04-29 09:00:00+00,-1.288349,53.427586,78,1,4,1,1,4,1,1,2,1
2020-04-29 09:00:00+00,-1.134716,53.361807,60,1,1,1,1,4,1,1,1,1
2020-04-29 10:00:00+00,-1.22199,53.404287,31,2,1,1,1,4,1,1,2,1
2020-04-29 10:00:00+00,-1.474645,53.386508,41,1,4,1,1,4,1,1,1,1
2020-04-29 11:00:00+00,-1.48013,53.382068,28,2,1,1,1,4,1,1,2,1
2020-04-29 12:00:00+00,-1.503716,53.366654,25,1,1,1,1,4,1,1,2,1
2020-04-29 12:00:00+00,-1.471769,53.383112,62,1,1,1,1,4,1,1,2,1
2020-04-29 13:00:00+00,-1.402653,53.472616,27,2,5,1,1,4,1,1,2,1
2020-04-29 13:00:00+00,-1.450575,53.353234,22,1,4,1,1,4,1,1,2,1
2020-04-29 13:00:00+00,-1.458131,53.376158,39,1,2,1,1,4,1,1,2,1
2020-04-29 13:00:00+00,-1.478241,53.384169,50,1,1,1,1,4,1,1,2,2
2020-04-29 13:00:00+00,-1.47278,53.387405,16,2,4,1,1,4,1,1,2,1
2020-04-29 14:00:00+00,-1.536989,53.435407,60,1,2,1,1,4,1,1,2,1
2020-04-29 14:00:00+00,-1.42783,53.348211,34,2,3,1,1,4,1,1,2,1
2020-04-29 15:00:00+00,-1.188682,53.390189,19,2,4,1,1,4,1,1,2,1
2020-04-29 15:00:00+00,-1.406371,53.314768,31,1,1,1,1,4,1,1,2,2
2020-04-29 16:00:00+00,-1.247343,53.473536,23,2,4,1,1,4,1,1,2,1
2020-04-29 16:00:00+00,-1.482519,53.381393,61,2,4,1,1,4,1,1,2,1
2020-04-29 18:00:00+00,-1.221904,53.424977,79,1,3,1,1,4,1,1,2,1
2020-04-29 18:00:00+00,-1.234178,53.326259,64,1,5,1,1,4,1,1,2,1
2020-04-29 18:00:00+00,-1.46018,53.373843,78,2,2,1,1,4,1,1,1,1
2020-04-29 18:00:00+00,-1.283833,53.340993,21,2,5,1,1,4,1,1,1,1
2020-04-29 19:00:00+00,-1.476812,53.374312,27,1,2,1,1,4,1,1,2,1
2020-04-29 19:00:00+00,-1.481433,53.380376,44,1,5,1,1,4,1,1,1,1
2020-04-29 20:00:00+00,-1.366573,53.413274,74,2,4,1,1,4,1,2,1,2
2020-04-29 20:00:00+00,-1.405827,53.431182,68,1,4,1,1,4,1,1,1,1
2020-04-29 22:00:00+00,-1.337763,53.399543,55,2,2,1,1,4,1,1,1,1
2020-04-29 23:00:00+00,-1.32761,53.324458,49,1,3,1,1,4,1,1,1,1
2020-04-29 23:00:00+00,-1.371516,53.346147,43,2,2,1,1,4,1,2,1,1
2020-04-29 09:00:00+00,-1.471739,53.379753,31,2,4,2,1,4,1,1,2,1
2020-04-29 10:00:00+00,-1.469197,53.373979,44,2,3,2,1,4,1,1,2,1
2020-04-29 15:00:00+00,-1.472111,53.373917,57,2,2,2,1,4,1,1,2,1
2020-04-29 16:00:00+00,-1.465016,53.384521,18,1,5,2,1,4,1,1,1,1
2020-04-29 10:00:00+00,-1.469658,53.377255,21,1,4,3,1,4,1,1,2,1
2020-04-29 14:00:00+00,-1.472605,53.378127,55,2,5,3,1,4,1,1,2,1
2020-04-29 00:00:00+00,-1.437554,53.38976,51,2,5,1,1,5,1,1,2,1
2020-04-29 00:00:00+00,-1.175771,53.427516,58,1,3,1,1,5,1,1,2,1
2020-04-29 00:00:00+00,-1.472267,53.341903,24,2,5,1,1,5,1,1,1,1
2020-04-29 00:00:00+00,-1.535798,53.473286,58,2,3,1,1,5,1,1,2,1
2020-04-29 01:00:00+00,-1.423334,53.370335,42,2,3,1,1,5,1,1,2,2
2020-04-29 02:00:00+00,-1.474884,53.410358,53,1,5,1,1,5,1,2,1,1
2020-04-29 02:00:00+00,-1.375378,53.32756,20,1,4,1,1,5,1,1,2,1
2020-04-29 03:00:00+00,-1.451488,53.46573,57,2,1,1,1,5,1,1,2,1
2020-04-29 03:00:00+00,-1.373305,53.338735,52,1,1,1,1,5,1,1,2,1
2020-04-29 03:00:00+00,-1.361153,53.460585,17,1,3,1,1,5,1,1,2,1
2020-04-29 05:00:00+00,-1.327911,53.435155,62,1,3,1,1,5,1,2,2,2
2020-04-29 05:00:00+00,-1.235871,53.448345,16,1,2,1,1,5,1,1,1,1
2020-04-29 06:00:00+00,-1.505419,53.46786,71,2,3,1,1,5,1,1,2,1
2020-04-29 06:00:00+00,-1.252271,53.40677,43,1,1,1,1,5,1,2,1,1
2020-04-29 06:00:00+00,-1.425458,53.439028,55,1,4,1,1,5,1,2,2,1
2020-04-29 07:00:00+00,-1.522704,53.375996,24,2,3,1,1,5,1,1,1,1
2020-04-29 08:00:00+00,-1.435444,53.433658,19,1,1,1,1,5,1,1,2,1
2020-04-29 08:00:00+00,-1.196515,53.473929,35,2,2,1,1,5,1,1,2,1
2020-04-29 08:00:00+00,-1.462205,53.379467,40,2,3,1,1,5,1,1,1,2
2020-04-29 08:00:00+00,-1.466268,53.385318,58,2,1,1,1,5,1,1,2,1
2020-04-29 09:00:00+00,-1.373787,53.317518,26,2,3,1,1,5,1,1,2,2
2020-04-29 09:00:00+00,-1.147177,53.44394,18,2,1,1,1,5,1,1,2,1
2020-04-29 09:00:00+00,-1.457651,53.381274,28,2,5,1,1,5,1,1,2,1
2020-04-29 09:00:00+00,-1.473125,53.378571,76,1,1,1,1,5,1,1,2,1
2020-04-29 10:00:00+00,-1.177601,53.428066,36,2,5,1,1,5,1,1,2,1
2020-04-29 10:00:00+00,-1.464292,53.38201,40,2,2,1,1,5,1,1,2,1
2020-04-29 11:00:00+00,-1.45977,53.380811,43,1,1,1,1,5,1,1,2,1
2020-04-29 11:00:00+00,-1.468308,53.380861,43,1,3,1,1,5,1,1,2,1
2020-04-29 11:00:00+00,-1.477827,53.384564,45,1,3,1,1,5,1,1,1,1
2020-04-29 13:00:00+00,-1.503208,53.404829,49,1,3,1,1,5,1,1,1,1
2020-04-29 13:00:00+00,-1.529054,53.464415,55,2,5,1,1,5,1,1,2,1
2020-04-29 13:00:00+00,-1.435771,53.475585,48,1,4,1,1,5,1,2,1,1
2020-04-29 13:00:00+00,-1.472764,53.381221,76,1,2,1,1,5,1,1,1,1
2020-04-29 13:00:00+00,-1.471002,53.376983,23,2,1,1,1,5,1,1,1,2
2020-04-29 13:00:00+00,-1.479332,53.374977,56,1,3,1,1,5,1,1,2,1
2020-04-29 14:00:00+00,-1.423439,53.447476,27,1,2,1,1,5,1,1,1,1
2020-04-29 14:00:00+00,-1.305419,53.310704,35,1,2,1,1,5,1,1,1,1
2020-04-29 14:00:00+00,-1.460167,53.378013,70,1,5,1,1,5,1,1,2,1
2020-04-29 15:00:00+00,-1.452997,53.333124,19,1,5,1,1,5,1,1,2,1
2020-04-29 15:00:00+00,-1.351916,53.374083,75,2,4,1,1,5,1,1,2,1
2020-04-29 17:00:00+00,-1.482642,53.37674,73,2,1,1,1,5,1,1,2,1
2020-04-29 18:00:00+00,-1.541744,53.360447,64,2,5,1,1,5,1,2,1,1
2020-04-29 18:00:00+00,-1.469736,53.383926,72,1,1,1,1,5,1,1,2,1
2020-04-29 18:00:00+00,-1.459565,53.377412,32,1,1,1,1,5,1,1,1,1
2020-04-29 19:00:00+00,-1.472371,53.385086,17,2,1,1,1,5,1,1,2,1
2020-04-29 19:00:00+00,-1.456864,53.384303,65,2,4,1,1,5,1,1,1,1
2020-04-29 19:00:00+00,-1.463121,53.380797,23,3,2,1,1,5,1,1,2,1
2020-04-29 20:00:00+00,-1.505772,53.311668,57,2,4,1,1,5,1,1,2,1
2020-04-29 21:00:00+00,-1.150227,53.351448,53,1,1,1,1,5,1,1,2,1
2020-04-29 21:00:00+00,-1.501216,53.475127,43,1,2,1,1,5,1,1,2,2
2020-04-29 21:00:00+00,-1.129409,53.342079,26,1,4,1,1,5,1,1,2,1
2020-04-29 22:00:00+00,-1.54545,53.401928,48,1,3,1,1,5,1,1,2,1
2020-04-29 22:00:00+00,-1.366097,53.329931,26,2,2,1,1,5,1,1,1,1
2020-04-29 22:00:00+00,-1.40062,53.406342,41,1,2,1,1,5,1,1,1,1
2020-04-29 23:00:00+00,-1.534996,53.459659,21,2,1,1,1,5,1,1,2,1
2020-04-29 09:00:00+00,-1.467163,53.381743,24,2,2,2,1,5,1,1,1,1
2020-04-29 10:00:00+00,-1.469822,53.368124,48,1,3,2,1,5,1,1,2,1
2020-04-29 10:00:00+00,-1.471621,53.377546,71,2,3,2,1,5,1,1,1,1
2020-04-29 11:00:00+00,-1.469345,53.377456,51,1,4,2,1,5,1,1,2,1
2020-04-29 11:00:00+00,-1.468229,53.37479,61,2,2,2,1,5,1,1,1,1
2020-04-29 11:00:00+00,-1.474564,53.379501,46,1,3,2,1,5,1,2,1,1
2020-04-29 12:00:00+00,-1.47028,53.379592,53,2,4,2,1,5,1,1,2,1
2020-04-29 12:00:00+00,-1.466757,53.382695,54,2,1,2,1,5,1,1,2,1
2020-04-29 14:00:00+00,-1.468196,53.387714,69,1,4,2,1,5,1,1,2,1
2020-04-29 15:00:00+00,-1.47015,53.449046,46,2,5,2,1,5,1,1,2,1
2020-04-29 17:00:00+00,-1.474013,53.480108,35,2,1,2,1,5,1,1,1,1
2020-04-29 13:00:00+00,-1.473354,53.37751,83,2,5,3,1,5,1,1,2,1
2020-04-29 00:00:00+00,-1.513075,53.397735,51,1,3,1,1,6,1,1,1,1
2020-04-29 00:00:00+00,-1.212521,53.329244,71,1,4,1,1,6,1,1,1,1
2020-04-29 00:00:00+00,-1.160337,53.410621,26,2,3,1,1,6,1,1,2,1
2020-04-29 01:00:00+00,-1.297377,53.32222,45,2,5,1,1,6,1,1,2,1
