PickUpTime,DropOffTime,passangers,trip distance,pickup long,pickup lat,dropoff long,dropoff lat,fare amount,trip amount,total amount
4/28/2020 3:36,4/28/2020 3:37,2,0.8,-1.456267,53.371704,-1.443645,53.383148,2.4,0.24,2.77
4/28/2020 3:39,4/28/2020 3:47,2,4.8,-1.488667,53.377987,-1.449216,53.380365,33.6,3.36,38.81
4/28/2020 3:42,4/28/2020 3:53,3,6.4,-1.470549,53.380888,-1.495883,53.37438,38.4,0,40.32
4/28/2020 3:45,4/28/2020 3:52,3,4,-1.44734,53.387393,-1.473111,53.381242,24,0,25.2
4/28/2020 3:47,4/28/2020 3:49,3,0.8,-1.45911,53.382301,-1.474938,53.391975,5.6,0.56,6.47
4/28/2020 3:50,4/28/2020 3:55,2,2.4,-1.470986,53.379611,-1.46216,53.38902,9.6,0,10.08
4/28/2020 3:53,4/28/2020 4:06,3,7.2,-1.509409,53.387473,-1.453949,53.372213,43.2,0,45.36
4/28/2020 3:56,4/28/2020 3:59,3,1.6,-1.505658,53.386884,-1.443054,53.392161,4.8,0,5.04
4/28/2020 3:59,4/28/2020 4:12,2,7.2,-1.467046,53.377888,-1.457832,53.388107,28.8,2.88,33.26
4/28/2020 4:02,4/28/2020 4:09,1,4,-1.450904,53.389779,-1.471757,53.368222,12,0,12.6
4/28/2020 4:05,4/28/2020 4:16,3,6.4,-1.443955,53.368115,-1.490884,53.377907,38.4,3.84,44.35
4/28/2020 4:08,4/28/2020 4:16,3,4.8,-1.453331,53.371803,-1.445775,53.371071,19.2,0,20.16
4/28/2020 4:10,4/28/2020 4:22,1,6.4,-1.498704,53.386013,-1.451267,53.390734,25.6,2.56,29.57
4/28/2020 4:13,4/28/2020 4:18,3,2.4,-1.512994,53.37913,-1.50704,53.378376,14.4,0,15.12
4/28/2020 4:16,4/28/2020 4:21,3,2.4,-1.480989,53.384573,-1.463396,53.390463,14.4,0,15.12
4/28/2020 4:19,4/28/2020 4:25,3,3.2,-1.509051,53.382678,-1.449109,53.380503,19.2,0,20.16
4/28/2020 4:22,4/28/2020 4:33,3,6.4,-1.480264,53.377865,-1.49921,53.373941,25.6,2.56,29.57
4/28/2020 4:25,4/28/2020 4:33,2,4.8,-1.472335,53.382961,-1.50625,53.391005,33.6,0,35.28
4/28/2020 4:28,4/28/2020 4:29,1,0.8,-1.477562,53.388707,-1.457342,53.369963,4.8,0,5.04
4/28/2020 4:31,4/28/2020 4:41,2,5.6,-1.507014,53.379668,-1.486244,53.387399,22.4,0,23.52
4/28/2020 4:33,4/28/2020 4:46,1,7.2,-1.470613,53.369728,-1.495323,53.380494,50.4,0,52.92
4/28/2020 4:36,4/28/2020 4:39,1,1.6,-1.447438,53.38589,-1.456828,53.38283,9.6,0,10.08
4/28/2020 4:39,4/28/2020 4:45,3,3.2,-1.500504,53.373644,-1.492237,53.370734,16,0,16.8
4/28/2020 4:42,4/28/2020 4:45,1,1.6,-1.460573,53.387433,-1.453417,53.3704,9.6,0.96,11.09
4/28/2020 4:45,4/28/2020 4:58,1,7.2,-1.436574,53.381189,-1.485841,53.379425,50.4,0,52.92
4/28/2020 4:48,4/28/2020 4:55,3,4,-1.48424,53.374776,-1.469623,53.383612,16,1.6,18.48
4/28/2020 4:51,4/28/2020 4:55,3,2.4,-1.439206,53.372897,-1.464007,53.378492,9.6,0.96,11.09
4/28/2020 4:54,4/28/2020 5:04,2,5.6,-1.516119,53.377488,-1.460503,53.379128,33.6,3.36,38.81
4/28/2020 4:57,4/28/2020 5:09,3,7.2,-1.456507,53.383273,-1.513269,53.381926,36,3.6,41.58
4/28/2020 4:59,4/28/2020 5:07,2,4,-1.484985,53.390721,-1.47682,53.386985,12,0,12.6
4/28/2020 5:02,4/28/2020 5:04,3,0.8,-1.488677,53.368487,-1.507647,53.377107,5.6,0,5.88
4/28/2020 5:05,4/28/2020 5:14,3,4.8,-1.514784,53.376265,-1.461125,53.375165,14.4,1.44,16.63
4/28/2020 5:08,4/28/2020 5:14,1,3.2,-1.492467,53.389769,-1.479179,53.379449,22.4,2.24,25.87
4/28/2020 5:11,4/28/2020 5:18,2,4,-1.435689,53.382235,-1.501621,53.372555,12,1.2,13.86
4/28/2020 5:14,4/28/2020 5:15,1,0.8,-1.507717,53.375841,-1.438919,53.391404,5.6,0,5.88
4/28/2020 5:17,4/28/2020 5:20,2,1.6,-1.467128,53.371367,-1.458686,53.385797,4.8,0,5.04
4/28/2020 5:20,4/28/2020 5:30,2,5.6,-1.492655,53.370178,-1.437042,53.372346,33.6,0,35.28
4/28/2020 5:22,4/28/2020 5:30,2,4,-1.455906,53.378394,-1.437842,53.381478,24,0,25.2
4/28/2020 5:25,4/28/2020 5:34,2,4.8,-1.493093,53.386961,-1.512318,53.385531,28.8,2.88,33.26
4/28/2020 5:28,4/28/2020 5:41,2,7.2,-1.437217,53.38276,-1.475445,53.370024,50.4,5.04,58.21
4/28/2020 5:31,4/28/2020 5:33,2,0.8,-1.443973,53.388659,-1.485935,53.368716,3.2,0.32,3.7
4/28/2020 5:34,4/28/2020 5:40,2,3.2,-1.475334,53.391986,-1.488566,53.377336,12.8,0,13.44
4/28/2020 5:37,4/28/2020 5:50,3,7.2,-1.445419,53.370639,-1.458712,53.370871,28.8,2.88,33.26
4/28/2020 5:40,4/28/2020 5:45,1,3.2,-1.450225,53.368534,-1.491641,53.373295,9.6,0,10.08
4/28/2020 5:43,4/28/2020 5:56,3,7.2,-1.438666,53.375812,-1.442196,53.375016,50.4,5.04,58.21
4/28/2020 5:45,4/28/2020 5:56,2,5.6,-1.492829,53.369056,-1.497041,53.382813,28,0,29.4
4/28/2020 5:48,4/28/2020 5:56,1,4,-1.511968,53.368431,-1.4653,53.382879,16,0,16.8
4/28/2020 5:51,4/28/2020 5:57,1,3.2,-1.493748,53.375843,-1.504411,53.38102,12.8,0,13.44
4/28/2020 5:54,4/28/2020 6:06,1,6.4,-1.483562,53.377246,-1.492824,53.379133,38.4,3.84,44.35
4/28/2020 5:57,4/28/2020 6:07,3,5.6,-1.498747,53.367924,-1.493455,53.383889,16.8,0,17.64
4/28/2020 6:00,4/28/2020 6:11,3,6.4,-1.495578,53.383107,-1.513067,53.373336,44.8,0,47.04
4/28/2020 6:03,4/28/2020 6:11,2,4.8,-1.435541,53.372076,-1.489314,53.371171,19.2,1.92,22.18
4/28/2020 6:06,4/28/2020 6:13,2,4,-1.449892,53.372099,-1.516031,53.391582,24,2.4,27.72
4/28/2020 6:09,4/28/2020 6:19,3,5.6,-1.463592,53.372876,-1.50819,53.390336,16.8,0,17.64
4/28/2020 6:11,4/28/2020 6:19,2,4,-1.470435,53.391643,-1.51534,53.387611,28,0,29.4
4/28/2020 6:14,4/28/2020 6:24,2,5.6,-1.451012,53.378812,-1.494071,53.367714,16.8,0,17.64
4/28/2020 6:17,4/28/2020 6:21,1,2.4,-1.467811,53.375221,-1.45479,53.372395,12,0,12.6
4/28/2020 6:20,4/28/2020 6:21,3,0.8,-1.47244,53.391652,-1.501477,53.37613,3.2,0,3.36
4/28/2020 6:23,4/28/2020 6:36,3,7.2,-1.466679,53.381777,-1.457638,53.387374,43.2,0,45.36
4/28/2020 6:26,4/28/2020 6:36,3,5.6,-1.440141,53.383892,-1.450801,53.38181,39.2,0,41.16
4/28/2020 6:29,4/28/2020 6:39,1,5.6,-1.501988,53.38311,-1.493968,53.384259,22.4,0,23.52
4/28/2020 6:32,4/28/2020 6:34,3,1.6,-1.492165,53.387374,-1.436716,53.382476,11.2,1.12,12.94
4/28/2020 6:34,4/28/2020 6:45,3,5.6,-1.508378,53.378052,-1.451498,53.373891,16.8,0,17.64
4/28/2020 6:37,4/28/2020 6:50,3,7.2,-1.477857,53.373092,-1.506002,53.368294,36,3.6,41.58
4/28/2020 6:40,4/28/2020 6:45,2,2.4,-1.449707,53.386502,-1.511147,53.385656,7.2,0.72,8.32
4/28/2020 6:43,4/28/2020 6:53,2,5.6,-1.50646,53.37892,-1.475379,53.391628,39.2,0,41.16
4/28/2020 6:46,4/28/2020 6:50,3,2.4,-1.434571,53.371905,-1.466884,53.373289,9.6,0,10.08
4/28/2020 6:49,4/28/2020 7:00,3,6.4,-1.514029,53.374372,-1.455231,53.382313,19.2,1.92,22.18
4/28/2020 6:52,4/28/2020 7:05,2,7.2,-1.510837,53.374509,-1.495398,53.369049,21.6,0,22.68
4/28/2020 6:55,4/28/2020 7:08,2,7.2,-1.491315,53.387905,-1.457673,53.390483,28.8,0,30.24
4/28/2020 6:57,4/28/2020 7:10,1,7.2,-1.503836,53.386728,-1.481629,53.392395,50.4,5.04,58.21
4/28/2020 7:00,4/28/2020 7:09,2,4.8,-1.464402,53.376996,-1.49342,53.38689,28.8,0,30.24
4/28/2020 7:03,4/28/2020 7:10,1,4,-1.450763,53.378806,-1.458894,53.382082,20,2,23.1
4/28/2020 7:06,4/28/2020 7:10,1,2.4,-1.482283,53.389749,-1.462773,53.372831,16.8,0,17.64
4/28/2020 7:09,4/28/2020 7:13,3,2.4,-1.440038,53.384195,-1.461708,53.39085,9.6,0.96,11.09
4/28/2020 7:12,4/28/2020 7:25,2,7.2,-1.502997,53.371925,-1.450697,53.388398,28.8,2.88,33.26
4/28/2020 7:15,4/28/2020 7:26,3,6.4,-1.506513,53.389952,-1.495894,53.369701,44.8,4.48,51.74
4/28/2020 7:18,4/28/2020 7:25,1,4,-1.490351,53.376006,-1.488815,53.370391,28,2.8,32.34
4/28/2020 7:21,4/28/2020 7:23,1,1.6,-1.493632,53.380247,-1.476494,53.383047,9.6,0,10.08
4/28/2020 7:23,4/28/2020 7:26,1,1.6,-1.506595,53.375688,-1.487301,53.391298,6.4,0.64,7.39
4/28/2020 7:26,4/28/2020 7:36,2,5.6,-1.443367,53.371815,-1.443748,53.380029,28,0,29.4
4/28/2020 7:29,4/28/2020 7:42,3,7.2,-1.474565,53.381033,-1.453865,53.369728,43.2,0,45.36
4/28/2020 7:32,4/28/2020 7:45,2,7.2,-1.468944,53.37987,-1.49066,53.376694,36,3.6,41.58
4/28/2020 7:35,4/28/2020 7:42,3,4,-1.511187,53.381369,-1.48079,53.371947,12,0,12.6
4/28/2020 7:38,4/28/2020 7:39,1,0.8,-1.494908,53.376051,-1.460647,53.381112,2.4,0.24,2.77
4/28/2020 7:41,4/28/2020 7:52,3,6.4,-1.49112,53.388878,-1.515627,53.386223,19.2,0,20.16
4/28/2020 7:44,4/28/2020 7:57,1,7.2,-1.479166,53.388952,-1.476375,53.381663,36,3.6,41.58
4/28/2020 7:46,4/28/2020 7:54,2,4,-1.496206,53.381961,-1.492879,53.369047,24,0,25.2
4/28/2020 7:49,4/28/2020 7:52,2,1.6,-1.488219,53.390046,-1.480601,53.371607,4.8,0,5.04
4/28/2020 7:52,4/28/2020 8:04,3,6.4,-1.509218,53.390027,-1.504179,53.38505,25.6,0,26.88
4/28/2020 7:55,4/28/2020 7:59,3,2.4,-1.511406,53.385632,-1.508361,53.37165,7.2,0,7.56
4/28/2020 7:58,4/28/2020 8:02,3,2.4,-1.459035,53.380684,-1.438493,53.381812,16.8,0,17.64
4/28/2020 8:01,4/28/2020 8:12,3,6.4,-1.47248,53.377326,-1.512638,53.376637,32,3.2,36.96
4/28/2020 8:04,4/28/2020 8:17,1,7.2,-1.440042,53.380671,-1.48443,53.388495,36,3.6,41.58
4/28/2020 8:07,4/28/2020 8:08,3,0.8,-1.505504,53.373436,-1.481439,53.383419,4,0,4.2
4/28/2020 8:09,4/28/2020 8:18,1,4.8,-1.456415,53.391073,-1.514745,53.368381,14.4,0,15.12
4/28/2020 8:12,4/28/2020 8:15,3,1.6,-1.465446,53.371335,-1.513229,53.390644,4.8,0,5.04
4/28/2020 8:15,4/28/2020 8:28,3,7.2,-1.457626,53.379862,-1.46154,53.378686,21.6,0,22.68
4/28/2020 8:18,4/28/2020 8:24,1,3.2,-1.441711,53.369399,-1.494281,53.374902,9.6,0,10.08
4/28/2020 8:21,4/28/2020 8:31,3,5.6,-1.514542,53.383051,-1.516344,53.381118,39.2,0,41.16
4/28/2020 8:24,4/28/2020 8:31,3,4,-1.508884,53.387013,-1.44477,53.369884,24,0,25.2
4/28/2020 8:27,4/28/2020 8:33,1,3.2,-1.469687,53.390232,-1.50909,53.386614,16,1.6,18.48
4/28/2020 8:30,4/28/2020 8:34,2,2.4,-1.501359,53.369591,-1.454813,53.378598,16.8,1.68,19.4
4/28/2020 8:33,4/28/2020 8:45,2,7.2,-1.460472,53.371866,-1.459939,53.392354,50.4,0,52.92
4/28/2020 8:35,4/28/2020 8:37,2,0.8,-1.490556,53.373324,-1.514597,53.384264,3.2,0.32,3.7
4/28/2020 8:38,4/28/2020 8:48,2,5.6,-1.498634,53.379824,-1.462749,53.380382,22.4,0,23.52
4/28/2020 8:41,4/28/2020 8:48,3,4,-1.484431,53.382086,-1.436565,53.382667,20,2,23.1
4/28/2020 8:44,4/28/2020 8:50,3,3.2,-1.48633,53.369608,-1.439388,53.381133,12.8,0,13.44
4/28/2020 8:47,4/28/2020 8:58,2,6.4,-1.492367,53.386594,-1.510704,53.375275,38.4,0,40.32
4/28/2020 8:50,4/28/2020 8:51,3,0.8,-1.46409,53.378416,-1.45997,53.39127,5.6,0.56,6.47
4/28/2020 8:53,4/28/2020 9:03,2,5.6,-1.443316,53.387562,-1.450166,53.372903,16.8,1.68,19.4
4/28/2020 8:56,4/28/2020 9:07,2,6.4,-1.473793,53.392209,-1.47949,53.368291,38.4,0,40.32
4/28/2020 8:58,4/28/2020 9:01,1,1.6,-1.487764,53.392283,-1.457458,53.384965,11.2,1.12,12.94
4/28/2020 9:01,4/28/2020 9:04,2,1.6,-1.494834,53.384524,-1.435973,53.371714,9.6,0.96,11.09
4/28/2020 9:04,4/28/2020 9:16,3,6.4,-1.464434,53.375303,-1.505865,53.37601,25.6,2.56,29.57
4/28/2020 9:07,4/28/2020 9:10,1,1.6,-1.460779,53.372752,-1.494255,53.371794,11.2,1.12,12.94
4/28/2020 9:10,4/28/2020 9:16,2,3.2,-1.464431,53.372843,-1.487435,53.367674,19.2,1.92,22.18
4/28/2020 9:13,4/28/2020 9:14,3,0.8,-1.460372,53.379856,-1.505715,53.389438,3.2,0.32,3.7
4/28/2020 9:16,4/28/2020 9:23,1,4,-1.48914,53.374578,-1.512146,53.372276,20,2,23.1
4/28/2020 9:19,4/28/2020 9:24,3,3.2,-1.457636,53.384464,-1.506285,53.385905,22.4,0,23.52
4/28/2020 9:21,4/28/2020 9:24,3,1.6,-1.482358,53.378034,-1.489846,53.375414,8,0,8.4
4/28/2020 9:24,4/28/2020 9:26,3,0.8,-1.446469,53.367997,-1.495857,53.371358,4,0,4.2
4/28/2020 9:27,4/28/2020 9:36,2,4.8,-1.472507,53.388289,-1.481972,53.381028,19.2,1.92,22.18
4/28/2020 9:30,4/28/2020 9:33,3,1.6,-1.455296,53.378449,-1.436267,53.378649,11.2,1.12,12.94
4/28/2020 9:33,4/28/2020 9:34,1,0.8,-1.492738,53.383863,-1.471924,53.379892,4.8,0,5.04
4/28/2020 9:36,4/28/2020 9:47,2,6.4,-1.45282,53.369128,-1.458475,53.385662,25.6,0,26.88
4/28/2020 9:39,4/28/2020 9:43,3,2.4,-1.492392,53.374759,-1.444634,53.370806,9.6,0,10.08
4/28/2020 9:42,4/28/2020 9:55,1,7.2,-1.481708,53.368581,-1.451053,53.371219,50.4,0,52.92
4/28/2020 9:45,4/28/2020 9:50,1,3.2,-1.509856,53.39053,-1.482114,53.389376,16,0,16.8
4/28/2020 9:47,4/28/2020 9:53,3,3.2,-1.491888,53.371285,-1.458862,53.381779,22.4,2.24,25.87
4/28/2020 9:50,4/28/2020 9:56,1,3.2,-1.438117,53.368412,-1.436504,53.376705,16,0,16.8
4/28/2020 9:53,4/28/2020 10:05,3,6.4,-1.492642,53.368502,-1.447378,53.367837,44.8,4.48,51.74
4/28/2020 9:56,4/28/2020 10:08,1,6.4,-1.493626,53.383259,-1.477688,53.374444,19.2,1.92,22.18
4/28/2020 9:59,4/28/2020 10:08,3,4.8,-1.505216,53.385554,-1.505546,53.377944,33.6,0,35.28
4/28/2020 10:02,4/28/2020 10:15,1,7.2,-1.470716,53.391841,-1.497111,53.389479,50.4,0,52.92
4/28/2020 10:05,4/28/2020 10:09,2,2.4,-1.473371,53.389719,-1.51325,53.370419,16.8,1.68,19.4
4/28/2020 10:08,4/28/2020 10:12,3,2.4,-1.481844,53.371434,-1.464034,53.374082,14.4,1.44,16.63
4/28/2020 10:10,4/28/2020 10:13,1,1.6,-1.514498,53.369402,-1.475108,53.385077,4.8,0,5.04
4/28/2020 10:13,4/28/2020 10:15,3,0.8,-1.457715,53.384506,-1.447612,53.392135,4,0.4,4.62
4/28/2020 10:16,4/28/2020 10:23,2,4,-1.496924,53.378824,-1.501895,53.381163,28,0,29.4
4/28/2020 10:19,4/28/2020 10:31,1,6.4,-1.451325,53.378557,-1.455055,53.389954,38.4,0,40.32
4/28/2020 10:22,4/28/2020 10:23,3,0.8,-1.49817,53.388974,-1.508634,53.375259,5.6,0,5.88
4/28/2020 10:25,4/28/2020 10:33,2,4.8,-1.440231,53.391829,-1.501046,53.385306,28.8,2.88,33.26
4/28/2020 10:28,4/28/2020 10:41,2,7.2,-1.459191,53.377791,-1.502714,53.370991,43.2,4.32,49.9
4/28/2020 10:31,4/28/2020 10:38,3,4,-1.436376,53.373631,-1.492936,53.379138,20,2,23.1
4/28/2020 10:33,4/28/2020 10:35,3,0.8,-1.483721,53.378737,-1.494402,53.378512,2.4,0.24,2.77
4/28/2020 10:36,4/28/2020 10:42,1,3.2,-1.449274,53.376054,-1.460792,53.385414,19.2,0,20.16
4/28/2020 10:39,4/28/2020 10:52,2,7.2,-1.457826,53.378686,-1.464222,53.375559,43.2,0,45.36
4/28/2020 10:42,4/28/2020 10:48,2,3.2,-1.440859,53.388223,-1.434365,53.375021,22.4,2.24,25.87
4/28/2020 10:45,4/28/2020 10:54,1,4.8,-1.507442,53.379103,-1.445484,53.385859,33.6,0,35.28
4/28/2020 10:48,4/28/2020 11:01,1,7.2,-1.460543,53.382136,-1.477954,53.379921,28.8,2.88,33.26
4/28/2020 10:51,4/28/2020 11:04,2,7.2,-1.513199,53.3911,-1.466113,53.382265,36,0,37.8
4/28/2020 10:54,4/28/2020 11:04,1,5.6,-1.437977,53.385581,-1.514635,53.390426,39.2,3.92,45.28
4/28/2020 10:57,4/28/2020 11:04,3,4,-1.51243,53.386609,-1.440083,53.384079,16,0,16.8
4/28/2020 10:59,4/28/2020 11:09,1,5.6,-1.46335,53.377046,-1.5127,53.387336,39.2,3.92,45.28
4/28/2020 11:02,4/28/2020 11:09,2,4,-1.461836,53.387545,-1.499724,53.378324,12,0,12.6
4/28/2020 11:05,4/28/2020 11:07,2,0.8,-1.508571,53.382729,-1.457365,53.388489,4,0.4,4.62
4/28/2020 11:08,4/28/2020 11:21,1,7.2,-1.514565,53.375481,-1.500212,53.370349,43.2,4.32,49.9
4/28/2020 11:11,4/28/2020 11:12,2,0.8,-1.458997,53.369039,-1.511476,53.39049,2.4,0,2.52
4/28/2020 11:14,4/28/2020 11:15,3,0.8,-1.480868,53.384961,-1.481348,53.383502,3.2,0.32,3.7
4/28/2020 11:17,4/28/2020 11:25,3,4.8,-1.467582,53.372371,-1.493926,53.383644,14.4,0,15.12
